id,nome,tipo,nivel_magia,custo_mana,prereq,execucao,alcance,alvo,duracao,categoria,natureza,descricao
1148,Lanterna dos Mortos Avançado,Magias Sagradas,6,10,,Padrão,Médio,Local,Instantânea,Invocação,Sagrada,"O conjurador invoca espíritos silenciosos que vagam entre o mundo dos vivos e dos mortos, revelando presenças escondidas à luz espectral de lanternas etéreas. O conjurador cria um círculo mágico com raio de 36 metros. Dois espíritos spectrais emergem e vasculham a área. Criaturas invisíveis, ocultas ou utilizando furtividade devem realizar salvaguarda de Furtividade contra a CD mágica do conjurador. Falha: são reveladas até o final do próximo turno e ficam Amedrontadas por 1 rodada. Sucesso: permanecem ocultas, mas os espíritos revelam ao conjurador a direção geral delas."
1149,Lanterna dos Mortos Divino Lanternas Eternas do Senhor,Magias Sagradas,8,14,,Padrão,Médio,Local,Instantânea,Invocação,Sagrada,"O conjurador invoca espíritos silenciosos que vagam entre o mundo dos vivos e dos mortos, revelando presenças escondidas à luz espectral de lanternas etéreas. O conjurador cria um círculo mágico com raio de 48 metros. Dois espíritos spectrais emergem e vasculham a área. Criaturas invisíveis, ocultas ou utilizando furtividade devem realizar salvaguarda de Furtividade contra a CD mágica do conjurador. Falha: são reveladas até o final do próximo turno e ficam Amedrontadas por 1 rodada. Sucesso: permanecem ocultas, mas os espíritos revelam ao conjurador a direção geral delas. Efeitos Divinos Adicionais: Criaturas invisíveis ou ocultas que entrarem na área são reveladas automaticamente sem salvaguarda. Espíritos de criaturas mortas nas últimas 24 horas dentro da área também são revelados e podem ser brevemente questionados pelo conjurador. Criaturas Amedrontadas pelas lanternas sofrem Paralisia por 1 rodada se falharem em uma segunda salvaguarda de Vontade. Os espíritos permanecem como sentinelas por 1 hora após o fim da magia."
1150,Nó do Destino Elite,Magias Sagradas,4,6,,Reação,Médio,Local,3 Rodadas,Utilidade,Sagrada,"O conjurador entrelaça fios invisíveis do destino ao redor de uma região, aprisionando criaturas em uma malha espiritual impossível de atravessar facilmente. O conjurador cria um círculo mágico com raio de 18 metros. Enquanto permanecerem na área: criaturas não podem usar habilidades de teleporte, salto dimensional ou deslocamento mágico similar; para sair fisicamente do círculo, uma criatura deve realizar salvaguarda de Atletismo ou Tenacidade contra a CD mágica do conjurador. Sucesso: sai normalmente. Falha: permanece presa no limite do círculo e perde parte do deslocamento restante."
1151,Nó do Destino Maior,Magias Sagradas,5,8,,Reação,Médio,Local,3 Rodadas,Utilidade,Sagrada,"O conjurador entrelaça fios invisíveis do destino ao redor de uma região, aprisionando criaturas em uma malha espiritual impossível de atravessar facilmente. O conjurador cria um círculo mágico com raio de 24 metros. Enquanto permanecerem na área: criaturas não podem usar habilidades de teleporte, salto dimensional ou deslocamento mágico similar; para sair fisicamente do círculo, uma criatura deve realizar salvaguarda de Atletismo ou Tenacidade contra a CD mágica do conjurador. Sucesso: sai normalmente. Falha: permanece presa no limite do círculo e perde parte do deslocamento restante."
1152,Nó do Destino Avançado,Magias Sagradas,6,10,,Reação,Médio,Local,3 Rodadas,Utilidade,Sagrada,"O conjurador entrelaça fios invisíveis do destino ao redor de uma região, aprisionando criaturas em uma malha espiritual impossível de atravessar facilmente. O conjurador cria um círculo mágico com raio de 30 metros. Enquanto permanecerem na área: criaturas não podem usar habilidades de teleporte, salto dimensional ou deslocamento mágico similar; para sair fisicamente do círculo, uma criatura deve realizar salvaguarda de Atletismo ou Tenacidade contra a CD mágica do conjurador. Sucesso: sai normalmente. Falha: permanece presa no limite do círculo e perde parte do deslocamento restante."
1153,Nó do Destino Divino Nó Eterno da Tecelã,Magias Sagradas,8,14,,Reação,Médio,Local,3 Rodadas,Utilidade,Sagrada,"O conjurador entrelaça fios invisíveis do destino ao redor de uma região, aprisionando criaturas em uma malha espiritual impossível de atravessar facilmente. O conjurador cria um círculo mágico com raio de 40 metros. Enquanto permanecerem na área: criaturas não podem usar habilidades de teleporte, salto dimensional ou deslocamento mágico similar; para sair fisicamente do círculo, uma criatura deve realizar salvaguarda de Atletismo ou Tenacidade contra a CD mágica do conjurador. Sucesso: sai normalmente. Falha: permanece presa no limite do círculo e perde parte do deslocamento restante. Efeitos Divinos Adicionais: Criaturas aprisionadas não conseguem usar nenhuma forma de deslocamento sobrenatural dentro da área ,  incluindo formas etéreas, passagem por sólidos ou viagem planar. Criaturas que tentarem sair fisicamente e falharem ficam Imobilizadas por 2 rodadas. O Nó do Destino não pode ser dissipado por magias de nível inferior ao conjurador +2. A Tecelã pode escolher quais criaturas estão presas ,  aliados movem-se livremente."
1154,Presságio Elite,Magias Sagradas,4,6,,Padrão,Longo,Local,Instantânea,Utilidade,Sagrada,"O conjurador observa breves fragmentos de futuros possíveis, percebendo perigos prestes a acontecer antes que eles se manifestem completamente. Escolha um ponto dentro do alcance. O conjurador recebe um vislumbre parcial de ameaças em uma área de até 30 metros ao redor do ponto. O mestre deve revelar informações vagas sobre perigos imediatos: criaturas escondidas, emboscadas, armadilhas, magia hostil ativa ou efeitos prestes a serem ativados. A magia não revela detalhes completos, apenas sinais intuitivos, sensações ou imagens fragmentadas do perigo."
1155,Presságio Maior,Magias Sagradas,5,8,,Padrão,Longo,Local,Instantânea,Utilidade,Sagrada,"O conjurador observa breves fragmentos de futuros possíveis, percebendo perigos prestes a acontecer antes que eles se manifestem completamente. Escolha um ponto dentro do alcance. O conjurador recebe um vislumbre parcial de ameaças em uma área de até 48 metros ao redor do ponto. O mestre deve revelar informações vagas sobre perigos imediatos: criaturas escondidas, emboscadas, armadilhas, magia hostil ativa ou efeitos prestes a serem ativados. A magia não revela detalhes completos, apenas sinais intuitivos, sensações ou imagens fragmentadas do perigo."
1156,Presságio Avançado,Magias Sagradas,6,10,,Padrão,Longo,Local,Instantânea,Utilidade,Sagrada,"O conjurador observa breves fragmentos de futuros possíveis, percebendo perigos prestes a acontecer antes que eles se manifestem completamente. Escolha um ponto dentro do alcance. O conjurador recebe um vislumbre parcial de ameaças em uma área de até 60 metros ao redor do ponto. O mestre deve revelar informações vagas sobre perigos imediatos: criaturas escondidas, emboscadas, armadilhas, magia hostil ativa ou efeitos prestes a serem ativados. A magia não revela detalhes completos, apenas sinais intuitivos, sensações ou imagens fragmentadas do perigo."
1157,Presságio Divino Visão dos Fios do Destino,Magias Sagradas,8,14,,Padrão,Ilimitado,Local,Instantânea,Utilidade,Sagrada,"O conjurador observa breves fragmentos de futuros possíveis, percebendo perigos prestes a acontecer antes que eles se manifestem completamente. Escolha um ponto dentro do alcance. O conjurador recebe um vislumbre parcial de ameaças em uma área ilimitada. O mestre deve revelar informações vagas sobre perigos imediatos: criaturas escondidas, emboscadas, armadilhas, magia hostil ativa ou efeitos prestes a serem ativados. A magia não revela detalhes completos, apenas sinais intuitivos, sensações ou imagens fragmentadas do perigo. Efeitos Divinos Adicionais: O Presságio Divino revela não apenas perigos mas o destino completo de criaturas na área ,  o mestre deve informar os 3 próximos eventos mais relevantes nas próximas 10 minutos para cada criatura visada. Armadilhas, emboscadas e magias preparadas são identificadas com precisão absoluta, incluindo gatilho e efeito exato. A Tecelã compartilha o fio do destino com o conjurador por 1 hora ,  durante esse período, o conjurador não pode ser surpreendido."
1158,Rascunho da Realidade Elite,Magias Sagradas,4,6,,Padrão,Curto,Local,3 Rodadas,Controle,Sagrada,"O Arquiteto desenha imperfeições temporárias na estrutura da existência. Dentro da área afetada, as leis naturais tornam-se inconsistentes e a magia perde estabilidade. O conjurador cria um círculo mágico com raio de 9 metros. Dentro da área, criaturas que conjurarem magias sofrem instabilidade arcana: o custo de Mana das magias aumenta em valor igual à Presença do conjurador; ataques mágicos sofrem desvantagem; criaturas devem realizar teste de Foco para manter magias sustentadas ao iniciar o turno dentro do círculo. Efeitos puramente físicos não são afetados."
1159,Rascunho da Realidade Maior,Magias Sagradas,5,8,,Padrão,Curto,Local,3 Rodadas,Controle,Sagrada,"O Arquiteto desenha imperfeições temporárias na estrutura da existência. Dentro da área afetada, as leis naturais tornam-se inconsistentes e a magia perde estabilidade. O conjurador cria um círculo mágico com raio de 12 metros. Dentro da área, criaturas que conjurarem magias sofrem instabilidade arcana: o custo de Mana das magias aumenta em valor igual à Presença do conjurador; ataques mágicos sofrem desvantagem; criaturas devem realizar teste de Foco para manter magias sustentadas ao iniciar o turno dentro do círculo. Efeitos puramente físicos não são afetados."
1160,Rascunho da Realidade Avançado,Magias Sagradas,6,10,,Padrão,Curto,Local,3 Rodadas,Controle,Sagrada,"O Arquiteto desenha imperfeições temporárias na estrutura da existência. Dentro da área afetada, as leis naturais tornam-se inconsistentes e a magia perde estabilidade. O conjurador cria um círculo mágico com raio de 18 metros. Dentro da área, criaturas que conjurarem magias sofrem instabilidade arcana: o custo de Mana das magias aumenta em valor igual à Presença do conjurador; ataques mágicos sofrem desvantagem; criaturas devem realizar teste de Foco para manter magias sustentadas ao iniciar o turno dentro do círculo. Efeitos puramente físicos não são afetados."
1161,Rascunho da Realidade Divino Os Fundamentos da Realidade,Magias Sagradas,8,14,,Padrão,Curto,Local,3 Rodadas,Controle,Sagrada,"O Arquiteto desenha imperfeições temporárias na estrutura da existência. Dentro da área afetada, as leis naturais tornam-se inconsistentes e a magia perde estabilidade. O conjurador cria um círculo mágico com raio de 24 metros. Dentro da área, criaturas que conjurarem magias sofrem instabilidade arcana: o custo de Mana das magias aumenta em valor igual à Presença do conjurador; ataques mágicos sofrem desvantagem; criaturas devem realizar teste de Foco para manter magias sustentadas ao iniciar o turno dentro do círculo. Efeitos puramente físicos não são afetados. Efeitos Divinos Adicionais: O custo de Mana dentro da área aumenta para o dobro do normal. Criaturas hostis que tentarem conjurar dentro da área devem realizar salvaguarda de Foco ,  em falha, a conjuração colapsa em explosão arcana que causa dano ao próprio conjurador igual ao custo da magia em d6. O Arquiteto lança suas próprias magias dentro da área sem penalidade. A área permanece instável por 1 hora após o fim da magia, com custo de Mana aumentado para criaturas de nível inferior ao conjurador."
1162,Reescrever Estrutura Elite,Magias Sagradas,4,6,,Reação,Curto,Magia,Instantânea,Defensiva,Sagrada,"O conjurador interfere diretamente na essência de uma magia, reescrevendo suas propriedades elementais através de padrões sagrados invisíveis. Quando uma criatura dentro do alcance for alvo de uma magia elemental, o conjurador pode usar sua reação para alterar seu elemento (fogo, água, vento, terra ou trovão). Caso a magia possua Presença igual ou menor à do conjurador, o elemento é alterado até o final da execução. Se a magia for hostil: o dano é reduzido à metade; a criatura afetada recebe resistência ao novo elemento por 3 rodadas."
1163,Reescrever Estrutura Maior,Magias Sagradas,5,8,,Reação,Curto,Magia,Instantânea,Defensiva,Sagrada,"O conjurador interfere diretamente na essência de uma magia, reescrevendo suas propriedades elementais através de padrões sagrados invisíveis. Quando uma criatura dentro do alcance for alvo de uma magia elemental, o conjurador pode usar sua reação para alterar seu elemento (fogo, água, vento, terra ou trovão). Caso a magia possua Presença até 1 ponto(s) acima da do conjurador, o elemento é alterado até o final da execução. Se a magia for hostil: o dano é reduzido à metade; a criatura afetada recebe resistência ao novo elemento por 5 rodadas."
1164,Reescrever Estrutura Avançado,Magias Sagradas,6,10,,Reação,Curto,Magia,Instantânea,Defensiva,Sagrada,"O conjurador interfere diretamente na essência de uma magia, reescrevendo suas propriedades elementais através de padrões sagrados invisíveis. Quando uma criatura dentro do alcance for alvo de uma magia elemental, o conjurador pode usar sua reação para alterar seu elemento (fogo, água, vento, terra ou trovão). Caso a magia possua Presença até 2 ponto(s) acima da do conjurador, o elemento é alterado até o final da execução. Se a magia for hostil: o dano é reduzido à metade; a criatura afetada recebe resistência ao novo elemento por 8 rodadas."
1165,Reescrever Estrutura Divino Reescrever a Essência,Magias Sagradas,8,14,,Reação,Curto,Magia,Instantânea,Defensiva,Sagrada,"O conjurador interfere diretamente na essência de uma magia, reescrevendo suas propriedades elementais através de padrões sagrados invisíveis. Quando uma criatura dentro do alcance for alvo de uma magia elemental, o conjurador pode usar sua reação para alterar seu elemento (fogo, água, vento, terra ou trovão). Caso a magia possua Presença até 3 ponto(s) acima da do conjurador, o elemento é alterado até o final da execução. Se a magia for hostil: o dano é reduzido à metade; a criatura afetada recebe resistência ao novo elemento até o fim da cena. Efeitos Divinos Adicionais: O conjurador pode converter 100% do dano elemental da magia hostil em cura para os aliados afetados. Ao usar esta magia, o conjurador copia internamente o elemento alterado ,  durante 3 rodadas, suas próprias magias causam dano adicional daquele elemento igual ao valor da sua Presença. Apenas um conjurador de nível superior ao dele pode detectar a manipulação."
1166,Relógio Quebrado Elite,Magias Sagradas,4,6,,Padrão,Curto,Local,Sustentada,Controle,Sagrada,"O conjurador fragmenta o fluxo temporal em uma região limitada. Dentro da área, movimentos acontecem cedo demais, tarde demais ou simplesmente fora de ritmo. O conjurador cria um círculo mágico com raio de 9 metros. Enquanto permanecerem na área, criaturas sofrem distorções temporais: recebem -2 em Defesa; não podem realizar reações. Criaturas que entrarem pela primeira vez devem realizar salvaguarda de Reflexo: Falha: deslocamento reduzido em 3 metros até o início do próximo turno."
1167,Relógio Quebrado Maior,Magias Sagradas,5,8,,Padrão,Curto,Local,Sustentada,Controle,Sagrada,"O conjurador fragmenta o fluxo temporal em uma região limitada. Dentro da área, movimentos acontecem cedo demais, tarde demais ou simplesmente fora de ritmo. O conjurador cria um círculo mágico com raio de 12 metros. Enquanto permanecerem na área, criaturas sofrem distorções temporais: recebem -3 em Defesa; não podem realizar reações. Criaturas que entrarem pela primeira vez devem realizar salvaguarda de Reflexo: Falha: deslocamento máximo de 3 metros até o início do próximo turno."
1168,Relógio Quebrado Avançado,Magias Sagradas,6,10,,Padrão,Curto,Local,Sustentada,Controle,Sagrada,"O conjurador fragmenta o fluxo temporal em uma região limitada. Dentro da área, movimentos acontecem cedo demais, tarde demais ou simplesmente fora de ritmo. O conjurador cria um círculo mágico com raio de 15 metros. Enquanto permanecerem na área, criaturas sofrem distorções temporais: recebem -4 em Defesa; não podem realizar reações. Criaturas que entrarem pela primeira vez devem realizar salvaguarda de Reflexo: Falha: deslocamento máximo de 1,5 metro até o início do próximo turno."
1169,Relógio Quebrado Divino Colapso Temporal do Guardião,Magias Sagradas,8,14,,Padrão,Curto,Local,Sustentada,Controle,Sagrada,"O conjurador fragmenta o fluxo temporal em uma região limitada. Dentro da área, movimentos acontecem cedo demais, tarde demais ou simplesmente fora de ritmo. O conjurador cria um círculo mágico com raio de 18 metros. Enquanto permanecerem na área, criaturas sofrem distorções temporais: recebem -5 em Defesa; não podem realizar reações. Criaturas que entrarem pela primeira vez devem realizar salvaguarda de Reflexo: Falha: deslocamento de 0 metro (imobilizadas) até o início do próximo turno. Efeitos Divinos Adicionais: Criaturas dentro da área são completamente congeladas no tempo caso falhem em salvaguarda de Reflexo com CD elevada ,  ficam Paralisadas por 1 rodada sem possibilidade de reação. Criaturas que saírem da área devem esperar 1 rodada para agir normalmente (choque temporal). O Guardião pode mover criaturas congeladas pelo campo de batalha sem resistência durante o congelamento. Magias ativas de aliados não são afetadas pelo campo."
1170,Romper Fio Elite,Magias Sagradas,4,6,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador corta temporariamente parte do fio espiritual que sustenta o destino de uma criatura, fazendo sua força vacilar diante de um futuro fragmentado. Escolha uma criatura dentro do alcance. O alvo deve realizar salvaguarda de Tenacidade. Falha: sofre 3d8 + Presença de dano Sagrado e fica Enfraquecida até o final do próximo turno. Sucesso: sofre metade do dano e ignora o enfraquecimento."
1171,Romper Fio Maior,Magias Sagradas,5,8,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador corta temporariamente parte do fio espiritual que sustenta o destino de uma criatura, fazendo sua força vacilar diante de um futuro fragmentado. Escolha uma criatura dentro do alcance. O alvo deve realizar salvaguarda de Tenacidade. Falha: sofre 5d8 + Presença de dano Sagrado e fica Enfraquecida até o final do próximo turno. Sucesso: sofre metade do dano e ignora o enfraquecimento."
1172,Romper Fio Avançado,Magias Sagradas,6,10,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador corta temporariamente parte do fio espiritual que sustenta o destino de uma criatura, fazendo sua força vacilar diante de um futuro fragmentado. Escolha uma criatura dentro do alcance. O alvo deve realizar salvaguarda de Tenacidade. Falha: sofre 8d8 + Presença de dano Sagrado e fica Enfraquecida até o final do próximo turno. Sucesso: sofre metade do dano e ignora o enfraquecimento."
1173,Romper Fio Divino Corte Fundamental da Tecelã,Magias Sagradas,8,14,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador corta temporariamente parte do fio espiritual que sustenta o destino de uma criatura, fazendo sua força vacilar diante de um futuro fragmentado. Escolha uma criatura dentro do alcance. O alvo deve realizar salvaguarda de Tenacidade. Falha: sofre 12d10 + Presença de dano Sagrado e fica Enfraquecida por toda a cena. Sucesso: sofre metade do dano e ignora o enfraquecimento. Efeitos Divinos Adicionais: O fio rompido pela Tecelã não pode ser reconstituído ,  a criatura perde permanentemente (até o fim da cena) 1 ponto de todos os atributos. Efeitos de fortalecimento, bênçãos e buffs ativos no alvo são imediatamente removidos. A criatura não pode receber novas bênçãos ou efeitos positivos enquanto o fio permanecer rompido. Se o alvo morrer com o fio rompido, não pode ser ressuscitado sem um ritual de Círculo 5."
1174,Segundo Roubado Elite,Magias Sagradas,4,6,,Reação,Curto,Criatura,Instantânea,Controle,Sagrada,"O conjurador rouba um fragmento do tempo de duas criaturas, trocando brevemente seus momentos na linha temporal e causando desorientação imediata. Escolha duas criaturas dentro do alcance. O conjurador escolhe: trocar as posições no campo de batalha; ou trocar temporariamente suas posições na ordem de iniciativa até o final da rodada. Criaturas involuntárias devem realizar salvaguarda de Reflexo: Sucesso: resistem à troca física. Falha: a troca ocorre normalmente. Após o efeito, ambas sofrem desvantagem na próxima rolagem de ataque ou precisão até o final do próximo turno. Criaturas que falharem ficam sem reações até o próximo turno. Criaturas que falharem sofrem –2 em Defesa e –5 em Reflexo adicionalmente."
1175,Segundo Roubado Maior,Magias Sagradas,5,8,,Reação,Curto,Criatura,Instantânea,Controle,Sagrada,"O conjurador rouba um fragmento do tempo de duas criaturas, trocando brevemente seus momentos na linha temporal e causando desorientação imediata. Escolha duas criaturas dentro do alcance. O conjurador escolhe: trocar as posições no campo de batalha; ou trocar temporariamente suas posições na ordem de iniciativa até o final da rodada. Criaturas involuntárias devem realizar salvaguarda de Reflexo: Sucesso: resistem à troca física. Falha: a troca ocorre normalmente. Após o efeito, ambas sofrem desvantagem na próxima rolagem de ataque ou precisão até o final do próximo turno. Criaturas que falharem ficam Lentas por 1 rodada(s)."
1176,Segundo Roubado Avançado,Magias Sagradas,6,10,,Reação,Curto,Criatura,Instantânea,Controle,Sagrada,"O conjurador rouba um fragmento do tempo de duas criaturas, trocando brevemente seus momentos na linha temporal e causando desorientação imediata. Escolha duas criaturas dentro do alcance. O conjurador escolhe: trocar as posições no campo de batalha; ou trocar temporariamente suas posições na ordem de iniciativa até o final da rodada. Criaturas involuntárias devem realizar salvaguarda de Reflexo: Sucesso: resistem à troca física. Falha: a troca ocorre normalmente. Após o efeito, ambas sofrem desvantagem na próxima rolagem de ataque ou precisão até o final do próximo turno. Criaturas que falharem ficam Lentas por 2 rodada(s)."
1177,Segundo Roubado Divino Roubo de Existência do Guardião,Magias Sagradas,8,14,,Reação,Curto,Criatura,Instantânea,Controle,Sagrada,"O conjurador rouba um fragmento do tempo de duas criaturas, trocando brevemente seus momentos na linha temporal e causando desorientação imediata. Escolha duas criaturas dentro do alcance. O conjurador escolhe: trocar as posições no campo de batalha; ou trocar temporariamente suas posições na ordem de iniciativa até o final da rodada. Criaturas involuntárias devem realizar salvaguarda de Reflexo: Sucesso: resistem à troca física. Falha: a troca ocorre normalmente. Após o efeito, ambas sofrem desvantagem na próxima rolagem de ataque ou precisão até o final do próximo turno. Criaturas que falharem ficam Lentas por 3 rodada(s). Efeitos Divinos Adicionais: O conjurador pode roubar o próximo turno completo de uma criatura hostil e transferi-lo para um aliado ,  a criatura hostil perde sua próxima ação completa, enquanto o aliado age adicionalmente. Criaturas com Reflexo insuficiente para resistir ficam Desorientadas por toda a rodada. Esta reação pode ser realizada 2 vezes por rodada."
1178,Tapeçaria Infinita Elite,Magias Sagradas,4,6,,Padrão,Curto,Local,1 Rodada,Defensiva,Sagrada,"Milhares de fios dourados se espalham pelo campo de batalha conectando possibilidades, destinos e eventos improváveis. Dentro da área protegida, ataques parecem errar por coincidência impossível e a realidade favorece os aliados. O conjurador cria um círculo mágico com raio de 6 metros. Enquanto permanecerem dentro da área, aliados recebem proteção parcial do destino: não podem ser alvo direto de magias ou habilidades hostis; recebem resistência a dano físico e mágico; ataques contra eles sofrem desvantagem. A proteção não impede: deslocamento forçado físico, empurrões, agarrões, desabamentos ou fenômenos puramente físicos."
1179,Tapeçaria Infinita Maior,Magias Sagradas,5,8,,Padrão,Curto,Local,1 Rodada,Defensiva,Sagrada,"Milhares de fios dourados se espalham pelo campo de batalha conectando possibilidades, destinos e eventos improváveis. Dentro da área protegida, ataques parecem errar por coincidência impossível e a realidade favorece os aliados. O conjurador cria um círculo mágico com raio de 9 metros. Enquanto permanecerem dentro da área, aliados recebem proteção parcial do destino: não podem ser alvo direto de magias ou habilidades hostis; recebem resistência a dano físico e mágico; ataques contra eles sofrem desvantagem. A proteção não impede: deslocamento forçado físico, empurrões, agarrões, desabamentos ou fenômenos puramente físicos."
1180,Tapeçaria Infinita Avançado,Magias Sagradas,6,10,,Padrão,Curto,Local,1 Rodada,Defensiva,Sagrada,"Milhares de fios dourados se espalham pelo campo de batalha conectando possibilidades, destinos e eventos improváveis. Dentro da área protegida, ataques parecem errar por coincidência impossível e a realidade favorece os aliados. O conjurador cria um círculo mágico com raio de 12 metros. Enquanto permanecerem dentro da área, aliados recebem proteção parcial do destino: não podem ser alvo direto de magias ou habilidades hostis; recebem resistência a dano físico e mágico; ataques contra eles sofrem desvantagem. A proteção não impede: deslocamento forçado físico, empurrões, agarrões, desabamentos ou fenômenos puramente físicos."
1181,Tapeçaria Infinita Divino Tapeçaria Absoluta do Destino,Magias Sagradas,8,14,,Padrão,Curto,Local,1 Rodada,Defensiva,Sagrada,"Milhares de fios dourados se espalham pelo campo de batalha conectando possibilidades, destinos e eventos improváveis. Dentro da área protegida, ataques parecem errar por coincidência impossível e a realidade favorece os aliados. O conjurador cria um círculo mágico com raio de 18 metros. Enquanto permanecerem dentro da área, aliados recebem proteção parcial do destino: não podem ser alvo direto de magias ou habilidades hostis; recebem resistência a dano físico e mágico; ataques contra eles sofrem desvantagem. A proteção não impede: deslocamento forçado físico, empurrões, agarrões, desabamentos ou fenômenos puramente físicos. Efeitos Divinos Adicionais: Aliados tornam-se completamente inalcançáveis por efeitos hostis direcionados ,  magias direcionadas falham automaticamente (apenas áreas ainda afetam). Aliados que normalmente morreriam dentro da área são salvos pelo fio da Tecelã: ficam com 1 Vida em vez de morrer, uma vez por criatura por cena. Quando um aliado recebe cura, todos os outros aliados dentro da área recuperam metade desse valor. O conjurador pode tecer 1 aliado fora da área na proteção por rodada."
1182,Teia Invisível Elite,Magias Sagradas,4,6,,Padrão,Ilimitado,Criatura,24 Horas,Controle,Sagrada,"O conjurador conecta discretamente o destino da criatura alvo à sua própria percepção espiritual, criando um fio invisível impossível de notar para olhos comuns. O conjurador pode rastrear até 3 criaturas que possa ver. O alvo deve realizar salvaguarda de Vontade. Falha: fica marcado por um fio espiritual invisível durante 1 dia. Enquanto o vínculo existir, o conjurador percebe: direção aproximada do alvo; estado físico básico (saudável, ferido, inconsciente ou morto); movimentações gerais e mudanças bruscas de posição. Sucesso: a criatura percebe uma leve sensação estranha, mas resiste ao vínculo. A conexão funciona independentemente da distância no mesmo plano."
1183,Teia Invisível Maior,Magias Sagradas,5,8,,Padrão,Ilimitado,Criatura,24 Horas,Controle,Sagrada,"O conjurador conecta discretamente o destino da criatura alvo à sua própria percepção espiritual, criando um fio invisível impossível de notar para olhos comuns. O conjurador pode rastrear até 5 criaturas que possa ver. O alvo deve realizar salvaguarda de Vontade. Falha: fica marcado por um fio espiritual invisível durante 3 dias. Enquanto o vínculo existir, o conjurador percebe: direção aproximada do alvo; estado físico básico (saudável, ferido, inconsciente ou morto); movimentações gerais e mudanças bruscas de posição. Sucesso: a criatura percebe uma leve sensação estranha, mas resiste ao vínculo. A conexão funciona independentemente da distância no mesmo plano."
1184,Teia Invisível Avançado,Magias Sagradas,6,10,,Padrão,Ilimitado,Criatura,24 Horas,Controle,Sagrada,"O conjurador conecta discretamente o destino da criatura alvo à sua própria percepção espiritual, criando um fio invisível impossível de notar para olhos comuns. O conjurador pode rastrear até 7 criaturas que possa ver. O alvo deve realizar salvaguarda de Vontade. Falha: fica marcado por um fio espiritual invisível durante 7 dias. Enquanto o vínculo existir, o conjurador percebe: direção aproximada do alvo; estado físico básico (saudável, ferido, inconsciente ou morto); movimentações gerais e mudanças bruscas de posição. Sucesso: a criatura percebe uma leve sensação estranha, mas resiste ao vínculo. A conexão funciona independentemente da distância no mesmo plano."
1185,Teia Invisível Divino Teia Eterna da Tecelã,Magias Sagradas,8,14,,Padrão,Ilimitado,Criatura,24 Horas,Controle,Sagrada,"O conjurador conecta discretamente o destino da criatura alvo à sua própria percepção espiritual, criando um fio invisível impossível de notar para olhos comuns. O conjurador pode rastrear até 10 criaturas que possa ver. O alvo deve realizar salvaguarda de Vontade. Falha: fica marcado por um fio espiritual invisível durante 30 dias. Enquanto o vínculo existir, o conjurador percebe: direção aproximada do alvo; estado físico básico (saudável, ferido, inconsciente ou morto); movimentações gerais e mudanças bruscas de posição. Sucesso: a criatura percebe uma leve sensação estranha, mas resiste ao vínculo. A conexão funciona independentemente da distância no mesmo plano. Efeitos Divinos Adicionais: A Teia Divina permite ver através dos olhos das criaturas marcadas em tempo real, por até 10 minutos por dia. O conjurador percebe emoções, intenções e pensamentos superficiais das criaturas vinculadas. Se uma criatura marcada morrer, o conjurador recebe visão precisa do local e causa de morte. O marcador não pode ser detectado nem removido por criaturas de nível inferior ao conjurador +3."
1186,Toque do Silêncio Elite,Magias Sagradas,4,6,,Padrão,Curto,Local,1 Rodada,Controle,Sagrada,"O conjurador invoca um selo sagrado de quietude que absorve sons e perturba a emissão de palavras, cânticos e vibrações mágicas. O conjurador cria um círculo mágico em um espaço dentro do alcance com diâmetro equivalente ao espaço de uma criatura. A criatura dentro da área deve realizar uma salvaguarda de Reflexo. Sucesso: a criatura pode se mover para um espaço adjacente livre fora da área. Falha: a criatura fica Silenciada por 2 rodadas, não pode falar, produzir sons audíveis ou conjurar magias que dependam de componentes verbais."
1187,Toque do Silêncio Maior,Magias Sagradas,5,8,,Padrão,Curto,Local,1 Rodada,Controle,Sagrada,"O conjurador invoca um selo sagrado de quietude que absorve sons e perturba a emissão de palavras, cânticos e vibrações mágicas. O conjurador cria um círculo mágico em um espaço dentro do alcance com diâmetro equivalente ao espaço de uma criatura. A criatura dentro da área deve realizar uma salvaguarda de Reflexo. Sucesso: a criatura pode se mover para um espaço adjacente livre fora da área. Falha: a criatura fica Silenciada por 3 rodadas, não pode falar, produzir sons audíveis ou conjurar magias que dependam de componentes verbais."
1188,Toque do Silêncio Avançado,Magias Sagradas,6,10,,Padrão,Curto,Local,1 Rodada,Controle,Sagrada,"O conjurador invoca um selo sagrado de quietude que absorve sons e perturba a emissão de palavras, cânticos e vibrações mágicas. O conjurador cria um círculo mágico em um espaço dentro do alcance com diâmetro equivalente ao espaço de uma criatura. A criatura dentro da área deve realizar uma salvaguarda de Reflexo. Sucesso: a criatura pode se mover para um espaço adjacente livre fora da área. Falha: a criatura fica Silenciada por 5 rodadas, não pode falar, produzir sons audíveis ou conjurar magias que dependam de componentes verbais."
